Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
1.590000,-0.008560,-254.164154,-0.011689,-0.008653,-0.219790,-0.038078,-0.001940,-2.197897,-254.164154,-0.218628,0.000000
1.600000,-0.009308,-254.208633,-0.011706,-0.008649,-0.219677,-0.041403,-0.002109,-2.196769,-254.208633,-0.218471,0.000000
1.610000,-0.020103,-254.164154,-0.011680,-0.008644,-0.219556,-0.089425,-0.004556,-2.195555,-254.164154,-0.218298,0.000000
1.620000,0.002983,-254.208633,-0.011676,-0.008639,-0.219425,0.013269,0.000676,-2.194255,-254.208633,-0.218125,0.000000
1.630000,0.005585,-254.164154,-0.011676,-0.008632,-0.219261,0.024842,0.001266,-2.192607,-254.164154,-0.217968,0.000000
1.640000,0.015266,-254.164154,-0.011671,-0.008624,-0.219053,0.067908,0.003459,-2.190526,-254.164154,-0.217795,0.000000
1.650000,0.015266,-254.208633,-0.011663,-0.008616,-0.218836,0.067908,0.003459,-2.188357,-254.208633,-0.217639,0.000000
1.660000,0.014526,-254.164154,-0.011650,-0.008607,-0.218619,0.064617,0.003292,-2.186189,-254.164154,-0.217466,0.000000
1.670000,0.016388,-254.164154,-0.011645,-0.008600,-0.218428,0.072897,0.003714,-2.184281,-254.164154,-0.217292,0.000000
1.680000,0.019737,-254.164154,-0.011645,-0.008593,-0.218263,0.087796,0.004473,-2.182634,-254.164154,-0.217136,0.000000
1.690000,0.022346,-254.164154,-0.011620,-0.008586,-0.218073,0.099402,0.005064,-2.180726,-254.164154,-0.216963,0.000000
1.700000,0.001122,-254.208633,-0.011632,-0.008579,-0.217899,0.004989,0.000254,-2.178991,-254.208633,-0.216806,0.000000
1.710000,-0.027557,-254.208633,-0.011611,-0.008572,-0.217734,-0.122581,-0.006245,-2.177344,-254.208633,-0.216633,0.000000
1.720000,-0.037979,-254.208633,-0.011602,-0.008566,-0.217587,-0.168940,-0.008606,-2.175869,-254.208633,-0.216460,0.000000
1.730000,-0.043190,-254.208633,-0.011607,-0.008561,-0.217448,-0.192119,-0.009787,-2.174482,-254.208633,-0.216303,0.000000
1.740000,-0.037239,-254.208633,-0.011589,-0.008556,-0.217318,-0.165648,-0.008438,-2.173181,-254.208633,-0.216130,0.000000
1.750000,-0.032394,-254.208633,-0.011615,-0.008550,-0.217162,-0.144098,-0.007341,-2.171620,-254.208633,-0.215974,0.000000
1.760000,-0.023087,-254.164154,-0.011581,-0.008543,-0.216989,-0.102694,-0.005231,-2.169885,-254.164154,-0.215800,0.000000
1.770000,-0.015266,-254.253113,-0.011568,-0.008536,-0.216824,-0.067908,-0.003459,-2.168238,-254.253113,-0.215627,0.000000
1.780000,-0.012283,-254.164154,-0.011581,-0.008529,-0.216633,-0.054639,-0.002783,-2.166330,-254.164154,-0.215471,0.000000
1.790000,-0.000740,-254.208633,-0.011555,-0.008521,-0.216442,-0.003292,-0.000168,-2.164422,-254.208633,-0.215297,0.000000
1.800000,0.007080,-254.208633,-0.011563,-0.008516,-0.216295,0.031494,0.001604,-2.162948,-254.208633,-0.215141,0.000000
1.810000,0.010429,-254.208633,-0.011551,-0.008510,-0.216165,0.046392,0.002363,-2.161647,-254.208633,-0.214968,0.000000
1.820000,0.019363,-254.253113,-0.011546,-0.008505,-0.216017,0.086133,0.004388,-2.160172,-254.253113,-0.214794,0.000000
1.830000,0.024948,-254.253113,-0.011533,-0.008499,-0.215879,0.110975,0.005653,-2.158785,-254.253113,-0.214638,0.000000
1.840000,0.024208,-254.208633,-0.011546,-0.008494,-0.215740,0.107683,0.005486,-2.157398,-254.208633,-0.214465,0.000000
1.850000,0.021973,-254.297592,-0.011542,-0.008487,-0.215566,0.097739,0.004979,-2.155663,-254.297592,-0.214309,0.000000
1.860000,0.017876,-254.119675,-0.011529,-0.008481,-0.215419,0.079515,0.004051,-2.154189,-254.119675,-0.214135,0.000000
1.870000,0.011917,-254.208633,-0.011503,-0.008476,-0.215289,0.053010,0.002700,-2.152888,-254.208633,-0.213962,0.000000
1.880000,0.013779,-254.208633,-0.011503,-0.008469,-0.215115,0.061291,0.003122,-2.151153,-254.208633,-0.213806,0.000000
1.890000,0.017876,-254.253113,-0.011486,-0.008461,-0.214916,0.079515,0.004051,-2.149159,-254.253113,-0.213632,0.000000
1.900000,0.002983,-254.208633,-0.011503,-0.008452,-0.214682,0.013269,0.000676,-2.146817,-254.208633,-0.213476,0.000000
1.910000,-0.026436,-254.164154,-0.011490,-0.008442,-0.214439,-0.117593,-0.005990,-2.144389,-254.164154,-0.213303,0.000000
1.920000,-0.024574,-254.253113,-0.011464,-0.008435,-0.214239,-0.109312,-0.005569,-2.142394,-254.253113,-0.213129,0.000000
1.930000,-0.020103,-254.208633,-0.011456,-0.008429,-0.214101,-0.089425,-0.004556,-2.141007,-254.208633,-0.212973,0.000000
1.940000,-0.019363,-254.208633,-0.011460,-0.008424,-0.213971,-0.086133,-0.004388,-2.139706,-254.208633,-0.212800,0.000000
1.950000,-0.019737,-254.253113,-0.011456,-0.008418,-0.213806,-0.087796,-0.004473,-2.138058,-254.253113,-0.212644,0.000000
1.960000,-0.015266,-254.208633,-0.011456,-0.008411,-0.213632,-0.067908,-0.003459,-2.136324,-254.208633,-0.212470,0.000000
1.970000,-0.003349,-254.297592,-0.011443,-0.008404,-0.213450,-0.014898,-0.000759,-2.134503,-254.297592,-0.212297,0.000000
1.980000,0.000748,-254.208633,-0.011438,-0.008397,-0.213294,0.003326,0.000169,-2.132941,-254.208633,-0.212141,0.000000
1.990000,0.005219,-254.164154,-0.011430,-0.008392,-0.213164,0.023213,0.001183,-2.131641,-254.164154,-0.211967,0.000000
2.000000,-0.005211,-254.208633,-0.011426,-0.008387,-0.213034,-0.023179,-0.001181,-2.130340,-254.208633,-0.211794,0.000000
2.010000,0.006706,-254.164154,-0.011413,-0.008381,-0.212878,0.029831,0.001520,-2.128779,-254.164154,-0.211638,0.000000
2.020000,0.001862,-254.253113,-0.011404,-0.008375,-0.212722,0.008281,0.000422,-2.127218,-254.253113,-0.211464,0.000000
2.030000,0.008194,-254.208633,-0.011391,-0.008368,-0.212548,0.036449,0.001857,-2.125484,-254.208633,-0.211308,0.000000
2.040000,0.001488,-254.208633,-0.011391,-0.008360,-0.212349,0.006618,0.000337,-2.123489,-254.208633,-0.211135,0.000000
2.050000,0.005959,-254.297592,-0.011400,-0.008352,-0.212149,0.026505,0.001350,-2.121494,-254.297592,-0.210961,0.000000
