Time (sec),S:Load (lbs),S:HL1 (DIM),S:LVDT (in),S:Position (in),Ch:Position (mm),Ch:Load (N),Ch:Stress (MPa),Ch:Strain (mm/mm),Ch:HL1 (DIM),Set Point (),Cycles ()
1.560000,0.027557,-354.957977,-0.007998,0.000001,0.000017,0.122581,0.006245,0.000174,-354.957977,0.000755,0.000000
1.570000,0.030533,-354.957977,-0.008002,0.000001,0.000017,0.135817,0.006919,0.000174,-354.957977,0.000772,0.000000
1.580000,0.017502,-354.957977,-0.008015,0.000001,0.000017,0.077852,0.003966,0.000174,-354.957977,0.000789,0.000000
1.590000,0.009308,-355.002472,-0.008019,0.000001,0.000026,0.041403,0.002109,0.000259,-355.002472,0.000807,0.000000
1.600000,0.017128,-354.957977,-0.008002,0.000001,0.000035,0.076189,0.003881,0.000346,-354.957977,0.000824,0.000000
1.610000,0.012283,-355.002472,-0.008006,0.000002,0.000043,0.054639,0.002783,0.000433,-355.002472,0.000841,0.000000
1.620000,0.016006,-355.046967,-0.008019,0.000002,0.000043,0.071200,0.003627,0.000433,-355.046967,0.000850,0.000000
1.630000,0.019363,-355.002472,-0.008002,0.000002,0.000043,0.086133,0.004388,0.000433,-355.002472,0.000867,0.000000
1.640000,0.013779,-355.046967,-0.008011,0.000001,0.000035,0.061291,0.003122,0.000346,-355.046967,0.000885,0.000000
1.650000,0.029045,-354.957977,-0.008015,0.000001,0.000035,0.129199,0.006582,0.000346,-354.957977,0.000902,0.000000
1.660000,0.035370,-355.002472,-0.008002,0.000001,0.000035,0.157333,0.008015,0.000346,-355.002472,0.000919,0.000000
1.670000,0.034630,-355.046967,-0.008006,0.000001,0.000035,0.154041,0.007847,0.000346,-355.046967,0.000937,0.000000
1.680000,0.033142,-355.002472,-0.007998,0.000001,0.000035,0.147423,0.007510,0.000346,-355.002472,0.000954,0.000000
1.690000,0.025322,-355.046967,-0.008011,0.000001,0.000035,0.112638,0.005738,0.000346,-355.046967,0.000971,0.000000
1.700000,0.039467,-354.957977,-0.008015,0.000001,0.000035,0.175557,0.008943,0.000346,-354.957977,0.000989,0.000000
1.710000,0.034256,-355.046967,-0.007998,0.000001,0.000035,0.152378,0.007763,0.000346,-355.046967,0.001006,0.000000
1.720000,0.034630,-355.002472,-0.008011,0.000001,0.000035,0.154041,0.007847,0.000346,-355.002472,0.001023,0.000000
1.730000,0.011917,-355.002472,-0.008019,0.000001,0.000035,0.053010,0.002700,0.000346,-355.002472,0.001041,0.000000
1.740000,0.007446,-355.002472,-0.008019,0.000001,0.000035,0.033123,0.001687,0.000346,-355.002472,0.001058,0.000000
1.750000,0.013779,-354.957977,-0.008006,0.000001,0.000035,0.061291,0.003122,0.000346,-354.957977,0.001067,0.000000
1.760000,0.014893,-355.046967,-0.008006,0.000001,0.000035,0.066245,0.003375,0.000346,-355.046967,0.001084,0.000000
1.770000,0.023087,-354.957977,-0.008015,0.000001,0.000035,0.102694,0.005231,0.000346,-354.957977,0.001101,0.000000
1.780000,0.026062,-355.002472,-0.008011,0.000001,0.000035,0.115930,0.005906,0.000346,-355.002472,0.001119,0.000000
1.790000,0.024574,-355.002472,-0.008011,0.000002,0.000052,0.109312,0.005569,0.000520,-355.002472,0.001136,0.000000
1.800000,0.018616,-354.957977,-0.008011,0.000006,0.000147,0.082807,0.004218,0.001474,-354.957977,0.001153,0.000000
1.810000,0.011543,-355.046967,-0.008015,0.000010,0.000252,0.051347,0.002616,0.002515,-355.046967,0.001171,0.000000
1.820000,0.027184,-355.002472,-0.008015,0.000012,0.000312,0.120918,0.006160,0.003123,-355.002472,0.001188,0.000000
1.830000,0.027557,-355.002472,-0.008002,0.000014,0.000364,0.122581,0.006245,0.003643,-355.002472,0.001205,0.000000
1.840000,0.030159,-355.046967,-0.008002,0.000016,0.000408,0.134154,0.006834,0.004076,-355.046967,0.001223,0.000000
1.850000,0.015266,-355.002472,-0.008015,0.000017,0.000434,0.067908,0.003459,0.004336,-355.002472,0.001240,0.000000
1.860000,0.014893,-355.002472,-0.007994,0.000017,0.000434,0.066245,0.003375,0.004336,-355.002472,0.001258,0.000000
1.870000,0.011543,-355.002472,-0.008024,0.000017,0.000434,0.051347,0.002616,0.004336,-355.002472,0.001266,0.000000
1.880000,0.008194,-355.002472,-0.008006,0.000017,0.000434,0.036449,0.001857,0.004336,-355.002472,0.001283,0.000000
1.890000,0.005959,-355.091431,-0.008011,0.000017,0.000442,0.026505,0.001350,0.004423,-355.091431,0.001301,0.000000
1.900000,0.026810,-355.002472,-0.008006,0.000017,0.000442,0.119255,0.006075,0.004423,-355.002472,0.001318,0.000000
1.910000,0.042076,-355.046967,-0.008011,0.000018,0.000451,0.187164,0.009535,0.004510,-355.046967,0.001336,0.000000
1.920000,0.033882,-355.046967,-0.008015,0.000018,0.000460,0.150715,0.007678,0.004597,-355.046967,0.001353,0.000000
1.930000,0.024200,-354.957977,-0.008006,0.000019,0.000477,0.107649,0.005484,0.004769,-354.957977,0.001370,0.000000
1.940000,0.016006,-355.091431,-0.008011,0.000019,0.000494,0.071200,0.003627,0.004943,-355.091431,0.001388,0.000000
1.950000,0.018616,-355.046967,-0.008019,0.000020,0.000512,0.082807,0.004218,0.005117,-355.046967,0.001405,0.000000
1.960000,0.022339,-355.046967,-0.008006,0.000022,0.000555,0.099368,0.005062,0.005551,-355.046967,0.001422,0.000000
1.970000,0.021225,-355.002472,-0.008006,0.000023,0.000590,0.094413,0.004810,0.005897,-355.002472,0.001440,0.000000
